Year,Team,Player,Runs,Wides,No_Balls,Venue,Match_Date
2015,India,Sachin Tendulkar,24,0,2,"MCG, Melbourne",2015-01-07
2015,India,Sachin Tendulkar,8,5,3,"Lord's, London",2015-05-06
2015,India,Sachin Tendulkar,112,0,2,"Chinnaswamy, Bangalore",2015-09-15
2015,India,Sachin Tendulkar,119,5,1,"MCG, Melbourne",2015-10-28
2015,India,Rohit Sharma,109,0,2,"Lord's, London",2015-12-16
2015,India,Rohit Sharma,38,5,1,"Eden Gardens, Kolkata",2015-09-13
2015,India,Rohit Sharma,42,3,3,"Old Trafford, Manchester",2015-09-16
2015,India,Rohit Sharma,23,5,2,"Eden Gardens, Kolkata",2015-01-21
2015,India,Rohit Sharma,68,2,3,"Wankhede, Mumbai",2015-05-26
2015,India,Rohit Sharma,143,1,1,"Chinnaswamy, Bangalore",2015-12-23
2015,India,Rohit Sharma,2,4,3,"MCG, Melbourne",2015-02-15
2015,India,Rohit Sharma,89,3,1,"Chinnaswamy, Bangalore",2015-07-25
2015,India,Rohit Sharma,72,3,3,"Eden Gardens, Kolkata",2015-04-14
2015,India,MS Dhoni,46,2,0,"Eden Gardens, Kolkata",2015-02-07
2015,India,MS Dhoni,105,4,2,"Wankhede, Mumbai",2015-04-23
2015,India,MS Dhoni,121,4,3,"Eden Gardens, Kolkata",2015-05-16
2015,India,MS Dhoni,84,5,0,"Chinnaswamy, Bangalore",2015-07-22
2015,India,MS Dhoni,40,1,1,"Eden Gardens, Kolkata",2015-01-17
2015,India,MS Dhoni,45,4,1,"MCG, Melbourne",2015-07-02
2015,India,MS Dhoni,60,4,1,"Lord's, London",2015-05-26
2015,India,Yuvraj Singh,83,2,3,"MCG, Melbourne",2015-02-07
2015,India,Yuvraj Singh,124,5,2,"Wankhede, Mumbai",2015-04-13
2015,India,Yuvraj Singh,43,4,3,"Old Trafford, Manchester",2015-03-08
2015,India,Yuvraj Singh,127,3,0,"MCG, Melbourne",2015-01-07
2015,India,Yuvraj Singh,124,1,2,"Old Trafford, Manchester",2015-02-11
2015,India,Yuvraj Singh,16,4,0,"Lord's, London",2015-01-13
2015,India,Yuvraj Singh,108,1,3,"Wankhede, Mumbai",2015-08-20
2015,India,Yuvraj Singh,139,3,2,"Eden Gardens, Kolkata",2015-05-02
2015,Australia,Ricky Ponting,76,4,2,"Lord's, London",2015-11-15
2015,Australia,Ricky Ponting,23,3,0,"Lord's, London",2015-08-05
2015,Australia,Ricky Ponting,114,0,2,"Old Trafford, Manchester",2015-06-16
2015,Australia,Ricky Ponting,112,1,1,"MCG, Melbourne",2015-02-27
2015,Australia,Ricky Ponting,18,5,3,"Old Trafford, Manchester",2015-05-09
2015,Australia,Ricky Ponting,140,2,0,"Lord's, London",2015-10-05
2015,Australia,Ricky Ponting,82,5,1,"MCG, Melbourne",2015-09-04
2015,Australia,Glenn Maxwell,41,3,1,"Old Trafford, Manchester",2015-02-06
2015,Australia,Glenn Maxwell,149,1,2,"Chinnaswamy, Bangalore",2015-03-22
2015,Australia,Glenn Maxwell,102,2,0,"Old Trafford, Manchester",2015-07-25
2015,Australia,Glenn Maxwell,114,5,1,"Eden Gardens, Kolkata",2015-03-21
2015,Australia,Glenn Maxwell,140,0,0,"Wankhede, Mumbai",2015-03-25
2015,Australia,Steve Smith,70,4,0,"Chinnaswamy, Bangalore",2015-01-08
2015,Australia,Steve Smith,60,3,0,"Wankhede, Mumbai",2015-10-02
2015,Australia,Steve Smith,35,4,1,"Old Trafford, Manchester",2015-08-28
2015,Australia,Steve Smith,138,4,3,"Eden Gardens, Kolkata",2015-05-20
2015,Australia,Steve Smith,65,0,0,"MCG, Melbourne",2015-04-03
2015,Australia,Steve Smith,50,3,0,"MCG, Melbourne",2015-10-20
2015,Australia,Steve Smith,38,0,2,"Lord's, London",2015-08-01
2015,Australia,David Warner,64,5,2,"Old Trafford, Manchester",2015-01-18
2015,Australia,David Warner,24,1,2,"Wankhede, Mumbai",2015-04-06
2015,Australia,David Warner,13,4,2,"Chinnaswamy, Bangalore",2015-02-10
2015,Australia,David Warner,63,0,2,"Chinnaswamy, Bangalore",2015-02-24
2015,Australia,David Warner,114,0,1,"Eden Gardens, Kolkata",2015-07-21
2015,Australia,Adam Gilchrist,119,5,0,"Eden Gardens, Kolkata",2015-03-02
2015,Australia,Adam Gilchrist,91,3,0,"Eden Gardens, Kolkata",2015-09-25
2015,Australia,Adam Gilchrist,74,1,1,"Eden Gardens, Kolkata",2015-09-02
2015,Australia,Adam Gilchrist,101,5,2,"Lord's, London",2015-03-24
2015,England,Joe Root,78,1,0,"Old Trafford, Manchester",2015-05-06
2015,England,Joe Root,91,5,2,"Eden Gardens, Kolkata",2015-04-02
2015,England,Joe Root,80,0,1,"Chinnaswamy, Bangalore",2015-09-27
2015,England,Joe Root,32,1,1,"Old Trafford, Manchester",2015-07-27
2015,England,Joe Root,32,1,3,"Eden Gardens, Kolkata",2015-12-17
2015,England,Joe Root,67,5,0,"Old Trafford, Manchester",2015-09-12
2015,England,Joe Root,71,0,2,"Eden Gardens, Kolkata",2015-07-11
2015,England,Ben Stokes,98,4,0,"Wankhede, Mumbai",2015-08-17
2015,England,Ben Stokes,142,4,1,"Lord's, London",2015-01-05
2015,England,Ben Stokes,148,4,1,"MCG, Melbourne",2015-04-16
2015,England,Jos Buttler,68,5,3,"Old Trafford, Manchester",2015-11-28
2015,England,Jos Buttler,62,5,0,"MCG, Melbourne",2015-04-06
2015,England,Jos Buttler,9,2,2,"Eden Gardens, Kolkata",2015-06-17
2015,England,Jos Buttler,127,2,1,"Old Trafford, Manchester",2015-06-09
2015,England,Jos Buttler,68,0,0,"Eden Gardens, Kolkata",2015-05-10
2015,England,Jos Buttler,150,4,0,"Chinnaswamy, Bangalore",2015-08-16
2015,England,Jos Buttler,58,1,2,"Chinnaswamy, Bangalore",2015-04-08
2015,England,Jos Buttler,145,2,0,"Chinnaswamy, Bangalore",2015-09-05
2015,England,Eoin Morgan,112,3,1,"MCG, Melbourne",2015-10-01
2015,England,Eoin Morgan,97,1,3,"Wankhede, Mumbai",2015-10-23
2015,England,Eoin Morgan,5,5,3,"Chinnaswamy, Bangalore",2015-06-18
2015,England,Eoin Morgan,87,2,0,"Chinnaswamy, Bangalore",2015-02-11
2015,England,Eoin Morgan,71,4,0,"Old Trafford, Manchester",2015-05-14
2015,England,Eoin Morgan,32,3,2,"Lord's, London",2015-03-01
2015,England,Eoin Morgan,19,0,0,"MCG, Melbourne",2015-09-06
2015,England,Eoin Morgan,7,4,1,"Old Trafford, Manchester",2015-05-28
2015,England,Kevin Pietersen,32,4,2,"Wankhede, Mumbai",2015-02-02
2015,England,Kevin Pietersen,102,1,2,"Lord's, London",2015-10-12
2015,England,Kevin Pietersen,23,5,1,"Lord's, London",2015-08-04
2015,England,Kevin Pietersen,138,4,3,"Eden Gardens, Kolkata",2015-03-16
2015,England,Kevin Pietersen,49,4,2,"Lord's, London",2015-10-15
2015,England,Kevin Pietersen,150,2,0,"Chinnaswamy, Bangalore",2015-07-18
2015,Pakistan,Babar Azam,130,1,0,"Wankhede, Mumbai",2015-01-04
2015,Pakistan,Babar Azam,148,5,1,"MCG, Melbourne",2015-03-09
2015,Pakistan,Babar Azam,59,0,3,"Wankhede, Mumbai",2015-09-16
2015,Pakistan,Babar Azam,2,5,1,"Chinnaswamy, Bangalore",2015-10-10
2015,Pakistan,Babar Azam,75,2,1,"Wankhede, Mumbai",2015-07-19
2015,Pakistan,Babar Azam,41,1,0,"Lord's, London",2015-05-13
2015,Pakistan,Babar Azam,65,2,1,"Chinnaswamy, Bangalore",2015-05-19
2015,Pakistan,Babar Azam,123,5,3,"MCG, Melbourne",2015-11-23
2015,Pakistan,Wasim Akram,65,2,2,"Chinnaswamy, Bangalore",2015-11-04
2015,Pakistan,Wasim Akram,149,5,2,"Eden Gardens, Kolkata",2015-07-23
2015,Pakistan,Wasim Akram,72,3,0,"Chinnaswamy, Bangalore",2015-07-13
2015,Pakistan,Wasim Akram,145,5,3,"Eden Gardens, Kolkata",2015-09-23
2015,Pakistan,Wasim Akram,77,3,2,"MCG, Melbourne",2015-11-22
2015,Pakistan,Wasim Akram,59,3,1,"Chinnaswamy, Bangalore",2015-02-20
2015,Pakistan,Wasim Akram,144,1,1,"Lord's, London",2015-12-19
2015,Pakistan,Wasim Akram,131,3,3,"Chinnaswamy, Bangalore",2015-11-10
2015,Pakistan,Inzamam-ul-Haq,67,5,3,"Eden Gardens, Kolkata",2015-12-26
2015,Pakistan,Inzamam-ul-Haq,83,1,0,"Chinnaswamy, Bangalore",2015-01-28
2015,Pakistan,Inzamam-ul-Haq,43,2,1,"Lord's, London",2015-12-12
2015,Pakistan,Inzamam-ul-Haq,56,5,2,"Eden Gardens, Kolkata",2015-03-11
2015,Pakistan,Inzamam-ul-Haq,138,2,1,"Eden Gardens, Kolkata",2015-05-01
2015,Pakistan,Inzamam-ul-Haq,1,0,1,"Chinnaswamy, Bangalore",2015-08-09
2015,Pakistan,Inzamam-ul-Haq,136,5,1,"MCG, Melbourne",2015-06-24
2015,Pakistan,Inzamam-ul-Haq,51,5,2,"Chinnaswamy, Bangalore",2015-04-19
2015,Pakistan,Shahid Afridi,36,1,1,"Old Trafford, Manchester",2015-11-12
2015,Pakistan,Shahid Afridi,58,0,0,"Wankhede, Mumbai",2015-08-14
2015,Pakistan,Shahid Afridi,102,2,2,"Wankhede, Mumbai",2015-02-13
2015,Pakistan,Shahid Afridi,120,4,0,"MCG, Melbourne",2015-11-23
2015,Pakistan,Shahid Afridi,3,2,0,"MCG, Melbourne",2015-11-19
2015,Pakistan,Shahid Afridi,142,5,0,"Lord's, London",2015-03-18
2015,Pakistan,Shahid Afridi,72,2,3,"Old Trafford, Manchester",2015-10-04
2015,Pakistan,Shahid Afridi,100,3,2,"Lord's, London",2015-08-03
2015,Pakistan,Imran Khan,146,4,3,"Old Trafford, Manchester",2015-01-27
2015,Pakistan,Imran Khan,34,0,2,"Chinnaswamy, Bangalore",2015-06-20
2015,Pakistan,Imran Khan,146,4,0,"Wankhede, Mumbai",2015-09-13
2015,Pakistan,Imran Khan,109,2,1,"Lord's, London",2015-06-11
2015,South Africa,AB de Villiers,146,5,2,"Eden Gardens, Kolkata",2015-05-22
2015,South Africa,AB de Villiers,80,0,0,"Old Trafford, Manchester",2015-07-17
2015,South Africa,AB de Villiers,132,1,1,"Wankhede, Mumbai",2015-11-24
2015,South Africa,AB de Villiers,56,2,0,"Old Trafford, Manchester",2015-02-06
2015,South Africa,AB de Villiers,78,5,2,"Lord's, London",2015-07-06
2015,South Africa,AB de Villiers,29,0,2,"Wankhede, Mumbai",2015-07-11
2015,South Africa,AB de Villiers,127,3,3,"Wankhede, Mumbai",2015-09-16
2015,South Africa,AB de Villiers,91,2,0,"Lord's, London",2015-07-05
2015,South Africa,Jacques Kallis,37,5,3,"Old Trafford, Manchester",2015-10-08
2015,South Africa,Jacques Kallis,126,1,0,"Eden Gardens, Kolkata",2015-12-24
2015,South Africa,Jacques Kallis,130,4,3,"Wankhede, Mumbai",2015-01-25
2015,South Africa,Jacques Kallis,3,4,2,"Eden Gardens, Kolkata",2015-05-08
2015,South Africa,Jacques Kallis,37,3,3,"MCG, Melbourne",2015-01-21
2015,South Africa,Jacques Kallis,44,5,1,"Chinnaswamy, Bangalore",2015-04-09
2015,South Africa,Hashim Amla,12,1,0,"Old Trafford, Manchester",2015-05-05
2015,South Africa,Hashim Amla,95,5,3,"Eden Gardens, Kolkata",2015-06-22
2015,South Africa,Hashim Amla,105,0,1,"Eden Gardens, Kolkata",2015-07-15
2015,South Africa,Hashim Amla,21,4,0,"Lord's, London",2015-09-05
2015,South Africa,Dale Steyn,93,0,0,"Eden Gardens, Kolkata",2015-01-25
2015,South Africa,Dale Steyn,24,4,3,"MCG, Melbourne",2015-09-21
2015,South Africa,Dale Steyn,116,1,1,"Old Trafford, Manchester",2015-02-04
2015,South Africa,Dale Steyn,142,1,1,"Wankhede, Mumbai",2015-08-21
2015,South Africa,Dale Steyn,135,2,1,"Lord's, London",2015-08-09
2015,South Africa,Dale Steyn,119,2,3,"MCG, Melbourne",2015-10-18
2015,South Africa,Dale Steyn,131,1,3,"Chinnaswamy, Bangalore",2015-07-16
2015,South Africa,Dale Steyn,110,5,0,"Chinnaswamy, Bangalore",2015-03-02
2015,South Africa,Dale Steyn,84,4,0,"Chinnaswamy, Bangalore",2015-08-10
2015,South Africa,Graeme Smith,127,4,1,"Wankhede, Mumbai",2015-08-06
2015,South Africa,Graeme Smith,66,3,2,"Old Trafford, Manchester",2015-10-09
2015,South Africa,Graeme Smith,67,2,2,"Wankhede, Mumbai",2015-05-12
2015,South Africa,Graeme Smith,37,0,1,"Eden Gardens, Kolkata",2015-01-04
2015,South Africa,Graeme Smith,38,5,2,"Chinnaswamy, Bangalore",2015-12-20
2015,South Africa,Graeme Smith,144,5,0,"Lord's, London",2015-04-09
2015,South Africa,Graeme Smith,108,1,3,"Old Trafford, Manchester",2015-11-15
2015,New Zealand,Kane Williamson,99,4,3,"Eden Gardens, Kolkata",2015-09-16
2015,New Zealand,Kane Williamson,121,4,2,"Eden Gardens, Kolkata",2015-12-04
2015,New Zealand,Kane Williamson,52,0,1,"Eden Gardens, Kolkata",2015-12-25
2015,New Zealand,Kane Williamson,104,3,2,"Eden Gardens, Kolkata",2015-01-27
2015,New Zealand,Kane Williamson,125,3,1,"Chinnaswamy, Bangalore",2015-06-03
2015,New Zealand,Brendon McCullum,59,4,1,"Old Trafford, Manchester",2015-03-07
2015,New Zealand,Brendon McCullum,146,1,3,"Old Trafford, Manchester",2015-10-07
2015,New Zealand,Brendon McCullum,105,0,3,"Eden Gardens, Kolkata",2015-03-12
2015,New Zealand,Brendon McCullum,26,1,2,"Chinnaswamy, Bangalore",2015-08-24
2015,New Zealand,Brendon McCullum,124,2,3,"MCG, Melbourne",2015-03-04
2015,New Zealand,Brendon McCullum,47,5,3,"Lord's, London",2015-03-12
2015,New Zealand,Ross Taylor,36,3,0,"Chinnaswamy, Bangalore",2015-01-07
2015,New Zealand,Ross Taylor,1,0,0,"MCG, Melbourne",2015-10-03
2015,New Zealand,Ross Taylor,105,5,3,"Eden Gardens, Kolkata",2015-01-05
2015,New Zealand,Ross Taylor,33,5,0,"MCG, Melbourne",2015-09-17
2015,New Zealand,Ross Taylor,22,3,2,"Chinnaswamy, Bangalore",2015-07-24
2015,New Zealand,Martin Guptill,77,5,0,"Chinnaswamy, Bangalore",2015-05-11
2015,New Zealand,Martin Guptill,132,4,0,"Chinnaswamy, Bangalore",2015-07-19
2015,New Zealand,Martin Guptill,144,4,2,"Lord's, London",2015-07-20
2015,New Zealand,Martin Guptill,139,3,2,"Lord's, London",2015-09-11
2015,New Zealand,Martin Guptill,85,3,2,"Chinnaswamy, Bangalore",2015-04-12
2015,New Zealand,Martin Guptill,30,1,1,"Wankhede, Mumbai",2015-10-15
2015,New Zealand,Martin Guptill,64,5,2,"Chinnaswamy, Bangalore",2015-03-03
2015,New Zealand,Martin Guptill,97,1,3,"Eden Gardens, Kolkata",2015-09-07
2015,New Zealand,Martin Guptill,148,2,2,"Wankhede, Mumbai",2015-07-16
2015,New Zealand,Daniel Vettori,2,3,0,"Old Trafford, Manchester",2015-02-03
2015,New Zealand,Daniel Vettori,139,0,2,"Old Trafford, Manchester",2015-01-13
2015,New Zealand,Daniel Vettori,86,5,2,"Wankhede, Mumbai",2015-01-21
2015,New Zealand,Daniel Vettori,109,5,2,"Lord's, London",2015-11-16
2015,New Zealand,Daniel Vettori,36,5,1,"Eden Gardens, Kolkata",2015-06-10
2015,New Zealand,Daniel Vettori,132,0,2,"MCG, Melbourne",2015-10-22
2015,New Zealand,Daniel Vettori,82,4,0,"Wankhede, Mumbai",2015-04-16
2015,New Zealand,Daniel Vettori,86,1,1,"Wankhede, Mumbai",2015-11-12
2015,New Zealand,Daniel Vettori,63,3,1,"Lord's, London",2015-06-19
2015,Sri Lanka,Kumar Sangakkara,77,5,3,"Eden Gardens, Kolkata",2015-07-07
2015,Sri Lanka,Kumar Sangakkara,93,1,3,"MCG, Melbourne",2015-07-08
2015,Sri Lanka,Kumar Sangakkara,39,2,0,"Lord's, London",2015-06-09
2015,Sri Lanka,Mahela Jayawardene,43,5,0,"MCG, Melbourne",2015-10-26
2015,Sri Lanka,Mahela Jayawardene,27,5,1,"Wankhede, Mumbai",2015-01-03
2015,Sri Lanka,Mahela Jayawardene,74,1,1,"Lord's, London",2015-01-09
2015,Sri Lanka,Mahela Jayawardene,104,2,1,"Wankhede, Mumbai",2015-04-13
2015,Sri Lanka,Mahela Jayawardene,17,3,0,"Chinnaswamy, Bangalore",2015-04-06
2015,Sri Lanka,Sanath Jayasuriya,70,0,0,"MCG, Melbourne",2015-05-01
2015,Sri Lanka,Sanath Jayasuriya,98,3,3,"Chinnaswamy, Bangalore",2015-10-21
2015,Sri Lanka,Sanath Jayasuriya,94,2,2,"Wankhede, Mumbai",2015-07-20
2015,Sri Lanka,Sanath Jayasuriya,136,2,0,"Chinnaswamy, Bangalore",2015-04-24
2015,Sri Lanka,Sanath Jayasuriya,11,1,3,"Chinnaswamy, Bangalore",2015-09-14
2015,Sri Lanka,Sanath Jayasuriya,36,1,3,"Chinnaswamy, Bangalore",2015-03-23
2015,Sri Lanka,Muttiah Muralitharan,49,2,2,"MCG, Melbourne",2015-06-01
2015,Sri Lanka,Muttiah Muralitharan,38,1,3,"Chinnaswamy, Bangalore",2015-04-20
2015,Sri Lanka,Muttiah Muralitharan,139,4,0,"Old Trafford, Manchester",2015-01-07
2015,Sri Lanka,Muttiah Muralitharan,111,2,3,"MCG, Melbourne",2015-05-06
2015,Sri Lanka,Muttiah Muralitharan,125,5,2,"Lord's, London",2015-10-16
2015,Sri Lanka,Lasith Malinga,142,1,2,"Lord's, London",2015-04-18
2015,Sri Lanka,Lasith Malinga,98,5,3,"Chinnaswamy, Bangalore",2015-08-16
2015,Sri Lanka,Lasith Malinga,70,5,2,"Lord's, London",2015-10-20
2015,Sri Lanka,Lasith Malinga,123,4,2,"Old Trafford, Manchester",2015-09-05
2015,West Indies,Chris Gayle,149,3,3,"Eden Gardens, Kolkata",2015-05-09
2015,West Indies,Chris Gayle,37,0,2,"Old Trafford, Manchester",2015-09-24
2015,West Indies,Chris Gayle,7,1,0,"Eden Gardens, Kolkata",2015-08-10
2015,West Indies,Brian Lara,81,1,0,"Old Trafford, Manchester",2015-09-05
2015,West Indies,Brian Lara,4,1,0,"Wankhede, Mumbai",2015-12-04
2015,West Indies,Brian Lara,108,1,0,"Eden Gardens, Kolkata",2015-10-17
2015,West Indies,Brian Lara,24,5,3,"Chinnaswamy, Bangalore",2015-06-16
2015,West Indies,Brian Lara,11,5,1,"Eden Gardens, Kolkata",2015-11-20
2015,West Indies,Brian Lara,104,2,0,"Wankhede, Mumbai",2015-12-19
2015,West Indies,Viv Richards,112,0,2,"Wankhede, Mumbai",2015-03-22
2015,West Indies,Viv Richards,94,0,3,"Chinnaswamy, Bangalore",2015-05-15
2015,West Indies,Viv Richards,33,1,0,"Eden Gardens, Kolkata",2015-06-24
2015,West Indies,Viv Richards,92,2,3,"Lord's, London",2015-01-12
2015,West Indies,Viv Richards,130,0,2,"Wankhede, Mumbai",2015-05-20
2015,West Indies,Viv Richards,75,0,2,"Lord's, London",2015-08-25
2015,West Indies,Viv Richards,11,4,2,"MCG, Melbourne",2015-05-01
2015,West Indies,Clive Lloyd,139,3,0,"MCG, Melbourne",2015-05-06
2015,West Indies,Clive Lloyd,32,1,1,"Old Trafford, Manchester",2015-08-27
2015,West Indies,Clive Lloyd,91,3,2,"Lord's, London",2015-03-05
2015,West Indies,Clive Lloyd,126,5,0,"Lord's, London",2015-03-20
2015,West Indies,Clive Lloyd,94,4,0,"Eden Gardens, Kolkata",2015-11-24
2015,West Indies,Clive Lloyd,132,2,3,"Lord's, London",2015-11-23
2015,West Indies,Clive Lloyd,134,1,1,"Wankhede, Mumbai",2015-02-03
2015,West Indies,Andre Russell,110,0,3,"Chinnaswamy, Bangalore",2015-09-11
2015,West Indies,Andre Russell,111,5,0,"Chinnaswamy, Bangalore",2015-02-02
2015,West Indies,Andre Russell,139,4,0,"Wankhede, Mumbai",2015-01-11
2015,West Indies,Andre Russell,64,5,3,"Eden Gardens, Kolkata",2015-08-09
2019,India,Virat Kohli,72,5,2,"Old Trafford, Manchester",2019-05-15
2019,India,Virat Kohli,39,3,1,"Wankhede, Mumbai",2019-05-16
2019,India,Virat Kohli,128,3,2,"MCG, Melbourne",2019-03-07
2019,India,Virat Kohli,145,0,1,"Old Trafford, Manchester",2019-09-12
2019,India,Virat Kohli,130,5,2,"Chinnaswamy, Bangalore",2019-09-21
2019,India,Virat Kohli,83,3,1,"MCG, Melbourne",2019-12-18
2019,India,Virat Kohli,119,5,0,"Eden Gardens, Kolkata",2019-12-24
2019,India,Virat Kohli,110,4,0,"Old Trafford, Manchester",2019-01-01
2019,India,Sachin Tendulkar,54,5,2,"Old Trafford, Manchester",2019-10-09
2019,India,Sachin Tendulkar,137,2,0,"Lord's, London",2019-03-01
2019,India,Sachin Tendulkar,19,0,1,"MCG, Melbourne",2019-11-10
2019,India,Sachin Tendulkar,50,1,0,"Chinnaswamy, Bangalore",2019-07-14
2019,India,Sachin Tendulkar,6,1,0,"Chinnaswamy, Bangalore",2019-03-07
2019,India,Sachin Tendulkar,75,3,0,"Eden Gardens, Kolkata",2019-07-10
2019,India,Rohit Sharma,23,0,3,"Eden Gardens, Kolkata",2019-02-12
2019,India,Rohit Sharma,52,3,2,"Wankhede, Mumbai",2019-05-25
2019,India,Rohit Sharma,113,5,3,"Lord's, London",2019-08-03
2019,India,Rohit Sharma,68,0,2,"Old Trafford, Manchester",2019-02-19
2019,India,Rohit Sharma,22,0,2,"Wankhede, Mumbai",2019-08-24
2019,India,Rohit Sharma,53,2,0,"Lord's, London",2019-05-17
2019,India,MS Dhoni,31,2,3,"Wankhede, Mumbai",2019-01-03
2019,India,MS Dhoni,124,1,0,"Eden Gardens, Kolkata",2019-01-08
2019,India,MS Dhoni,2,3,0,"Chinnaswamy, Bangalore",2019-12-10
2019,India,MS Dhoni,8,3,0,"MCG, Melbourne",2019-11-22
2019,India,Yuvraj Singh,138,1,3,"Lord's, London",2019-08-15
2019,India,Yuvraj Singh,23,3,0,"Lord's, London",2019-11-18
2019,India,Yuvraj Singh,133,1,2,"MCG, Melbourne",2019-12-23
2019,Australia,Ricky Ponting,52,5,1,"Eden Gardens, Kolkata",2019-07-13
2019,Australia,Ricky Ponting,63,3,2,"Chinnaswamy, Bangalore",2019-08-21
2019,Australia,Ricky Ponting,19,4,1,"Lord's, London",2019-09-27
2019,Australia,Ricky Ponting,65,1,1,"MCG, Melbourne",2019-10-21
2019,Australia,Ricky Ponting,79,1,1,"Lord's, London",2019-03-27
2019,Australia,Ricky Ponting,107,1,1,"Chinnaswamy, Bangalore",2019-04-23
2019,Australia,Ricky Ponting,134,5,3,"Lord's, London",2019-12-10
2019,Australia,Glenn Maxwell,72,5,3,"Chinnaswamy, Bangalore",2019-02-08
2019,Australia,Glenn Maxwell,9,1,2,"Eden Gardens, Kolkata",2019-10-07
2019,Australia,Glenn Maxwell,100,2,3,"MCG, Melbourne",2019-08-14
2019,Australia,Glenn Maxwell,140,5,1,"Eden Gardens, Kolkata",2019-01-26
2019,Australia,Glenn Maxwell,29,3,3,"Chinnaswamy, Bangalore",2019-09-01
2019,Australia,Glenn Maxwell,144,0,2,"Eden Gardens, Kolkata",2019-01-27
2019,Australia,Glenn Maxwell,100,1,2,"Eden Gardens, Kolkata",2019-08-13
2019,Australia,Glenn Maxwell,118,0,1,"Chinnaswamy, Bangalore",2019-10-02
2019,Australia,Glenn Maxwell,69,1,2,"Wankhede, Mumbai",2019-07-25
2019,Australia,Steve Smith,147,5,0,"Old Trafford, Manchester",2019-04-27
2019,Australia,Steve Smith,20,4,2,"MCG, Melbourne",2019-05-12
2019,Australia,Steve Smith,144,2,3,"Wankhede, Mumbai",2019-05-05
2019,Australia,Steve Smith,27,1,2,"Eden Gardens, Kolkata",2019-12-07
2019,Australia,Steve Smith,21,1,1,"Chinnaswamy, Bangalore",2019-03-09
2019,Australia,Steve Smith,51,2,2,"Wankhede, Mumbai",2019-07-08
2019,Australia,Steve Smith,107,1,2,"Old Trafford, Manchester",2019-10-22
2019,Australia,Steve Smith,90,4,0,"Wankhede, Mumbai",2019-08-20
2019,Australia,Steve Smith,82,3,1,"Wankhede, Mumbai",2019-03-19
2019,Australia,David Warner,46,2,1,"Wankhede, Mumbai",2019-07-22
2019,Australia,David Warner,109,0,3,"Eden Gardens, Kolkata",2019-12-09
2019,Australia,David Warner,86,0,2,"Lord's, London",2019-05-02
2019,Australia,Adam Gilchrist,137,3,3,"Eden Gardens, Kolkata",2019-01-19
2019,Australia,Adam Gilchrist,113,3,0,"Eden Gardens, Kolkata",2019-06-03
2019,Australia,Adam Gilchrist,55,5,3,"MCG, Melbourne",2019-01-11
2019,Australia,Adam Gilchrist,59,1,0,"Chinnaswamy, Bangalore",2019-06-24
2019,England,Joe Root,132,2,0,"Eden Gardens, Kolkata",2019-06-15
2019,England,Joe Root,22,1,2,"Lord's, London",2019-08-07
2019,England,Joe Root,79,2,2,"Old Trafford, Manchester",2019-03-09
2019,England,Joe Root,11,1,1,"Eden Gardens, Kolkata",2019-03-22
2019,England,Joe Root,17,3,2,"Eden Gardens, Kolkata",2019-11-15
2019,England,Joe Root,55,4,0,"Eden Gardens, Kolkata",2019-02-15
2019,England,Joe Root,30,4,1,"Old Trafford, Manchester",2019-01-01
2019,England,Joe Root,47,0,3,"Old Trafford, Manchester",2019-08-14
2019,England,Joe Root,44,1,1,"Wankhede, Mumbai",2019-08-17
2019,England,Ben Stokes,0,4,2,"Wankhede, Mumbai",2019-08-23
2019,England,Ben Stokes,30,1,0,"Lord's, London",2019-11-16
2019,England,Ben Stokes,80,2,0,"Eden Gardens, Kolkata",2019-03-04
2019,England,Ben Stokes,21,1,1,"Old Trafford, Manchester",2019-03-09
2019,England,Ben Stokes,110,3,0,"Chinnaswamy, Bangalore",2019-11-04
2019,England,Jos Buttler,135,3,1,"MCG, Melbourne",2019-06-11
2019,England,Jos Buttler,33,1,2,"Old Trafford, Manchester",2019-03-05
2019,England,Jos Buttler,148,4,3,"Lord's, London",2019-06-02
2019,England,Jos Buttler,55,0,3,"Wankhede, Mumbai",2019-06-20
2019,England,Jos Buttler,53,1,3,"Wankhede, Mumbai",2019-01-20
2019,England,Jos Buttler,44,4,3,"Lord's, London",2019-08-22
2019,England,Jos Buttler,55,0,0,"Lord's, London",2019-09-21
2019,England,Jos Buttler,96,4,1,"MCG, Melbourne",2019-03-01
2019,England,Jos Buttler,79,5,0,"Chinnaswamy, Bangalore",2019-09-08
2019,England,Eoin Morgan,4,5,2,"Lord's, London",2019-12-01
2019,England,Eoin Morgan,146,1,0,"MCG, Melbourne",2019-10-09
2019,England,Eoin Morgan,50,4,1,"MCG, Melbourne",2019-03-16
2019,England,Eoin Morgan,90,1,0,"MCG, Melbourne",2019-04-11
2019,England,Eoin Morgan,40,1,1,"Chinnaswamy, Bangalore",2019-07-22
2019,England,Eoin Morgan,142,4,3,"Chinnaswamy, Bangalore",2019-11-02
2019,England,Eoin Morgan,15,4,2,"Lord's, London",2019-02-14
2019,England,Eoin Morgan,70,0,2,"Chinnaswamy, Bangalore",2019-02-18
2019,England,Eoin Morgan,63,4,0,"Chinnaswamy, Bangalore",2019-04-18
2019,England,Kevin Pietersen,69,2,0,"Chinnaswamy, Bangalore",2019-10-28
2019,England,Kevin Pietersen,86,5,0,"Eden Gardens, Kolkata",2019-01-01
